iter	RMSE
512	0.5408392191
513	0.5406313507
514	0.5404924639
515	0.5403366784
516	0.5402013036
517	0.5399398357
518	0.5397726264
519	0.5394885773
520	0.5393944666
521	0.5392608949
522	0.5391578729
523	0.5390043493
524	0.5387705638
525	0.5386771511
526	0.5385220326
527	0.5382676869
528	0.5380753171
529	0.5379900043
530	0.5378737137
531	0.5377507293
532	0.5376291895
533	0.5374197863
534	0.5372957846
535	0.5371040237
536	0.5369447908
537	0.5367732283
538	0.5366008792
539	0.5365062955
540	0.5363904922
541	0.5361508657
542	0.5359110679
543	0.5358459833
544	0.5357029142
545	0.5356426966
546	0.5355150653
547	0.535383283
548	0.535260059
549	0.5351594078
550	0.5349817371
551	0.5348522169
552	0.5346773423
553	0.5345644951
554	0.534418054
555	0.534271786
556	0.5341363275
557	0.5339212908
558	0.5337726785
559	0.5336365709
560	0.5335302991
561	0.5333958411
562	0.5332118352
563	0.5330465484
564	0.532937946
565	0.5327950319
566	0.5326319074
567	0.5323958065
568	0.5321491686
569	0.5320298105
570	0.5318164073
571	0.5316718915
572	0.5315259093
573	0.5313924893
574	0.5313481378
575	0.5311921526
576	0.5310522337
577	0.5309555994
578	0.530827153
579	0.5306847563
580	0.5305022601
581	0.5303256974
582	0.5301669932
583	0.5300573839
584	0.5299419885
585	0.5298096793
586	0.529720444
587	0.5295502523
588	0.5294684767
589	0.529315082
590	0.5292373763
591	0.5290565012
592	0.5288595643
593	0.5286450892
594	0.5285169916
595	0.5283527313
596	0.5281787822
597	0.5280769292
598	0.5279085896
599	0.527822536
600	0.5275814241
601	0.5274761445
602	0.5272845423
603	0.5271572975
604	0.5270458396
605	0.5268686949
606	0.526778528
607	0.5266441934
608	0.5265352956
609	0.5263571198
610	0.5261461535
611	0.5259727052
612	0.5257797899
613	0.5255721016
614	0.5254041475
615	0.5252473811
616	0.5250899741
617	0.5249647
618	0.524782917
619	0.5246522165
620	0.5245385367
621	0.5243177738
622	0.5242156867
623	0.5239716586
624	0.5238345921
625	0.5236498423
626	0.5234995036
627	0.5233237369
628	0.5231659121
629	0.5229608257
630	0.5228616585
631	0.5227902618
632	0.5226391299
633	0.5224872167
634	0.5223455006
635	0.5222095652
636	0.5221168242
637	0.522002492
638	0.5218299528
639	0.5217069608
640	0.5215275665
641	0.5213459311
642	0.5211586282
643	0.5210925387
644	0.5209664346
645	0.5207825187
646	0.520630757
647	0.5204408348
648	0.5203618844
649	0.5202727556
650	0.5201189006
651	0.5199667699
652	0.5197616886
653	0.5195341582
654	0.5193503294
655	0.5191633416
656	0.5190446777
657	0.5189402311
658	0.5188410645
659	0.5187005908
660	0.5185503923
661	0.5184805198
662	0.5182749827
663	0.5180899848
664	0.5179789803
665	0.5178810109
666	0.5178383606
667	0.5177207959
668	0.5175906815
669	0.5173872954
670	0.5172723451
671	0.5171748038
672	0.5170315965
673	0.5169035469
674	0.5168656733
675	0.516757499
676	0.5166698574
677	0.5164675125
678	0.5163671587
679	0.5162333085
680	0.5160837567
681	0.5159387367
682	0.5158388868
683	0.5157224432
684	0.5156719299
685	0.5155203757
686	0.5153729453
687	0.5152634224
688	0.5151306983
689	0.5149449815
690	0.5148057809
691	0.5145835345
692	0.5144428441
693	0.5143499705
694	0.5142102731
695	0.5141250018
696	0.514020216
697	0.5138397309
698	0.5137164269
699	0.513551563
700	0.5133984563
701	0.5132061517
702	0.5130915549
703	0.5129169642
704	0.5128151571
705	0.5126648187
706	0.5125855437
707	0.5124197282
708	0.5123079433
709	0.5121892141
710	0.5120426293
711	0.5119378454
712	0.5118073468
713	0.5117278422
714	0.511516255
715	0.5114160096
716	0.511214686
717	0.5110466447
718	0.510903931
719	0.5107985089
720	0.5106713143
721	0.510548939
722	0.5103267882
723	0.510268408
724	0.5101732796
725	0.5100746983
726	0.5098717197
727	0.5097485682
728	0.5096088196
729	0.5094926951
730	0.5093365258
731	0.5091703228
732	0.5090069398
733	0.5088575419
734	0.5086865984
735	0.5085888793
736	0.5085321928
737	0.5084335043
738	0.508270722
739	0.5081436305
740	0.5080431019
741	0.5079659077
742	0.5078029537
743	0.5077117418
744	0.5075898121
745	0.5074121913
746	0.5073076797
747	0.5072206336
748	0.5070505849
749	0.5069191033
750	0.5067178383
751	0.5066554422
752	0.5064789509
753	0.506327769
754	0.5061887527
755	0.5060802316
756	0.5059984314
757	0.5059274391
758	0.5057952335
759	0.505666634
760	0.5055331212
761	0.5053540867
762	0.5052682918
763	0.5051739066
764	0.5049937965
765	0.5049267974
766	0.5047786272
767	0.5046019207
768	0.5044775911
769	0.5042560199
770	0.5041429669
771	0.5039533866
772	0.503857616
773	0.5036636735
774	0.5035741724
775	0.5034666191
776	0.5033295987
777	0.5031501199
778	0.5030178271
779	0.5029349537
780	0.5028377726
781	0.5027067048
782	0.5025420242
783	0.5024116479
784	0.5022476165
785	0.5021825552
786	0.5021202485
787	0.5020182449
788	0.501875723
789	0.5017443981
790	0.501645288
791	0.5014956667
792	0.5013390632
793	0.5011918989
794	0.5010719415
795	0.5010165076
796	0.5009191813
797	0.5008005793
798	0.5007092789
799	0.500613672
800	0.5005139504
801	0.5004521439
802	0.5003607217
803	0.500168495
804	0.500074604
805	0.4999718376
806	0.4997208016
807	0.4996243752
808	0.4994704907
809	0.4993831037
810	0.49925917
811	0.4991528455
812	0.4990189656
813	0.4989067643
814	0.4988086895
815	0.4987069843
816	0.4985962926
817	0.4985048789
818	0.4983659201
819	0.4982709769
820	0.4981980182
821	0.4981374212
822	0.4980145444
823	0.4978920782
824	0.497762567
825	0.4976215468
826	0.4975013833
827	0.4973231676
828	0.497151388
829	0.4970001521
830	0.496829572
831	0.4967614845
832	0.4966210711
833	0.4964975352
834	0.4962924153
835	0.4961632752
836	0.4959786293
837	0.4958381346
838	0.4957519719
839	0.4955836986
840	0.4954514327
841	0.4953462161
842	0.4952134031
843	0.495080862
844	0.4949605139
845	0.4948001114
846	0.4946275844
847	0.4944337301
848	0.4942628124
849	0.4942069955
850	0.4940862397
851	0.4939600233
852	0.4938110279
853	0.4937147718
854	0.493544418
855	0.4934442646
856	0.4932351564
857	0.4931214201
858	0.4930675119
859	0.493010465
860	0.4928752666
861	0.4927474283
862	0.4926624049
863	0.492583823
864	0.4925229872
865	0.4924364547
866	0.4923074519
867	0.4921805795
868	0.4920923027
869	0.491970073
870	0.4918737141
871	0.4917070386
872	0.4915627625
873	0.4915079257
874	0.4914433277
875	0.4913268406
876	0.4911812048
877	0.4910891409
878	0.490980666
879	0.4908571999
880	0.4907384912
881	0.4906448581
882	0.4905477887
883	0.4904136452
884	0.4903426175
885	0.4901269464
886	0.4899475384
887	0.4898189697
888	0.489721649
889	0.4895682783
890	0.4894202349
891	0.4893963545
892	0.4892750125
893	0.4891754026
894	0.4890629946
895	0.4889491704
896	0.4888413763
897	0.488701057
898	0.4886516526
899	0.488461424
900	0.4882754307
901	0.4881388569
902	0.4880393428
903	0.4878902738
904	0.4878051371
905	0.4877375595
906	0.4875661371
907	0.4874574
908	0.487365592
909	0.4872293439
910	0.4870600098
911	0.4869216183
912	0.4867797304
913	0.4866078308
914	0.4865080531
915	0.4864182347
916	0.4862824194
917	0.486188418
918	0.4860033777
919	0.4858672777
920	0.485709921
921	0.4855319
922	0.4854110612
923	0.4852585562
924	0.4851623867
925	0.4851130886
926	0.4850288092
927	0.4849202667
928	0.4847883847
929	0.4846851329
930	0.4845859283
931	0.4844763717
932	0.4843537411
933	0.484189161
934	0.4840290436
935	0.4839590515
936	0.4838180658
937	0.4836787942
938	0.4835645856
939	0.4834842147
940	0.4833417079
941	0.4831705764
942	0.4830622265
943	0.4829420805
944	0.4827475201
945	0.4826824627
946	0.4825938429
947	0.482498284
948	0.4823885581
949	0.4822525571
950	0.4821849274
951	0.4820956367
952	0.4820002556
953	0.4818527811
954	0.4815974955
955	0.4814249634
956	0.4813319778
957	0.4812104756
958	0.4811086994
959	0.4809972164
960	0.4809192372
961	0.480819492
962	0.4806446005
963	0.4805918478
964	0.4803960573
965	0.4802969546
966	0.4801919353
967	0.4800664191
968	0.4798302416
969	0.4797421742
970	0.4796200825
971	0.4795277553
972	0.4794400436
973	0.4792967657
974	0.4791936484
975	0.4791281717
976	0.4790339452
977	0.4789376911
978	0.4788532905
979	0.4786966334
980	0.4785725808
981	0.4784631449
982	0.4783458813
983	0.4782904382
984	0.4781913358
985	0.478068685
986	0.4779863636
987	0.4778569285
988	0.4777923489
989	0.477696293
990	0.4775772687
991	0.4774412321
992	0.4773394243
993	0.4772624481
994	0.4771532575
995	0.4770725515
996	0.4769293034
997	0.4768319623
998	0.4767177526
999	0.4766246571
